V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,final_outcome_flag,post_decision_status,risk_review_code,confirmed_result_code,case_resolution_type,followup_action_group,outcome_verification_score,workflow_bucket_id,service_path_code,review_priority_index,Class
56,blue-collar,married,primary,no,0,no,no,unknown,27,jun,291,2,-1,0,unknown,0,pending,route_c,type_4,group_n,A12,1.0,route_c,type_1,1.0,1
52,blue-collar,single,secondary,no,2430,yes,yes,unknown,27,jun,185,3,-1,0,unknown,0,pending,route_c,type_1,group_n,A12,0.18269494767671157,route_c,type_4,0.14805692504675186,1
41,admin.,divorced,secondary,no,2970,no,yes,unknown,27,jun,169,2,-1,0,unknown,0,pending,route_c,type_1,group_n,B07,0.1718699029482893,route_f,type_1,0.0,1
24,services,single,secondary,no,11,yes,no,unknown,27,jun,114,4,-1,0,unknown,0,pending,route_c,type_1,group_x,B07,0.0,route_c,type_1,1.0,1
55,blue-collar,married,primary,no,-79,no,yes,unknown,27,jun,293,3,-1,0,unknown,0,pending,route_c,type_1,group_n,B07,0.06242517583540324,route_f,type_4,1.0,1
34,admin.,single,secondary,no,-478,yes,yes,unknown,27,jun,111,4,-1,0,unknown,0,pending,route_c,type_1,group_n,A12,1.0,route_f,type_1,1.0,1
36,technician,married,secondary,no,283,yes,yes,unknown,27,jun,56,2,-1,0,unknown,0,pending,route_c,type_1,group_n,B07,0.07179946424190312,route_f,type_1,0.24243345811783376,1
34,technician,divorced,secondary,no,89,yes,no,unknown,27,jun,101,5,-1,0,unknown,0,pending,route_c,type_4,group_n,A12,1.0,route_f,type_1,0.0,1
24,management,single,secondary,no,653,yes,no,unknown,27,jun,247,3,-1,0,unknown,0,pending,route_c,type_1,group_n,A12,0.0,route_c,type_1,0.0,1
37,management,married,tertiary,no,597,no,yes,unknown,30,jun,96,3,-1,0,unknown,0,pending,route_c,type_1,group_n,A12,0.12941594948363547,route_f,type_1,0.0,1
40,technician,married,secondary,no,59,yes,no,unknown,30,jun,322,3,-1,0,unknown,0,pending,route_c,type_1,group_n,B07,0.0775597573550108,route_c,type_4,1.0,1
39,services,married,primary,no,324,yes,no,unknown,30,jun,182,4,-1,0,unknown,0,pending,route_c,type_1,group_n,A12,1.0,route_c,type_1,0.0,1
34,entrepreneur,married,secondary,yes,-868,yes,no,unknown,30,jun,198,2,-1,0,unknown,0,pending,route_c,type_1,group_n,B07,0.0,route_c,type_1,0.013745979200511562,1
52,management,married,primary,no,798,yes,no,unknown,30,jun,123,2,-1,0,unknown,0,pending,route_c,type_1,group_n,A12,0.0,route_f,type_1,0.5658426899317475,1
56,entrepreneur,married,tertiary,no,-65,yes,no,unknown,30,jun,45,2,-1,0,unknown,0,pending,route_c,type_1,group_n,A12,0.9249802737795161,route_c,type_1,0.20457716054793906,1
27,services,married,secondary,no,511,yes,no,unknown,30,jun,85,5,-1,0,unknown,0,pending,route_c,type_1,group_n,A12,0.0,route_f,type_1,1.0,1
41,blue-collar,married,primary,no,509,yes,no,unknown,30,jun,146,3,-1,0,unknown,0,pending,route_f,type_1,group_x,A12,0.051534216353683125,route_f,type_1,0.0,1
36,management,single,tertiary,no,2239,yes,yes,unknown,30,jun,93,3,-1,0,unknown,0,pending,route_c,type_1,group_n,A12,0.0,route_c,type_1,1.0,1
49,admin.,divorced,secondary,no,2169,yes,no,unknown,30,jun,54,3,-1,0,unknown,0,pending,route_c,type_4,group_x,A12,0.0,route_c,type_1,1.0,1
26,services,single,secondary,no,-72,yes,no,unknown,30,jun,82,9,-1,0,unknown,1,pending,route_c,type_1,group_n,A12,0.0,route_c,type_4,0.07103805298894647,1
42,blue-collar,divorced,primary,no,145,no,yes,unknown,30,jun,27,3,-1,0,unknown,0,closed,route_c,type_4,group_n,A12,0.026902805577715884,route_c,type_1,0.0,1
51,blue-collar,married,primary,no,-101,yes,yes,unknown,30,jun,60,3,-1,0,unknown,0,pending,route_c,type_1,group_n,A12,0.06781209314542037,route_c,type_1,0.06236418189188085,1
37,technician,divorced,secondary,no,1309,no,yes,unknown,30,jun,124,2,-1,0,unknown,0,pending,route_c,type_1,group_n,B07,0.030878808485665675,route_f,type_1,0.0,1
49,admin.,married,secondary,no,12,no,no,unknown,30,jun,217,2,-1,0,unknown,0,pending,route_c,type_1,group_n,A12,0.08753836944899558,route_f,type_1,0.0,1
50,blue-collar,married,secondary,no,3988,no,no,unknown,30,jun,165,4,-1,0,unknown,0,pending,route_c,type_1,group_x,A12,0.0,route_f,type_4,1.0,1
28,self-employed,single,secondary,no,-395,yes,no,unknown,30,jun,141,4,-1,0,unknown,1,pending,route_c,type_1,group_n,A12,0.03512793616641138,route_f,type_1,0.0,1
35,technician,married,tertiary,no,1526,yes,no,unknown,30,jun,138,4,-1,0,unknown,0,pending,route_c,type_1,group_n,A12,0.06927784921385054,route_c,type_4,0.23204528150240505,1
47,blue-collar,married,secondary,no,323,no,no,unknown,30,jun,385,1,-1,0,unknown,0,pending,route_c,type_1,group_n,A12,0.0013552331267000898,route_f,type_1,0.0,1
33,services,married,secondary,no,740,no,yes,unknown,30,jun,266,3,-1,0,unknown,0,pending,route_c,type_1,group_n,A12,0.0,route_f,type_1,0.0,1
45,entrepreneur,married,secondary,yes,624,no,yes,unknown,30,jun,50,1,-1,0,unknown,0,pending,route_c,type_1,group_n,A12,0.05872762212960267,route_c,type_4,0.0,1
38,blue-collar,single,primary,no,116,no,yes,unknown,30,jun,203,1,-1,0,unknown,0,pending,route_c,type_4,group_x,A12,0.0,route_c,type_1,0.8699977360885841,1
34,blue-collar,married,secondary,no,0,yes,no,unknown,30,jun,780,3,-1,0,unknown,0,pending,route_c,type_1,group_n,A12,0.06501090296699762,route_c,type_4,0.5529267967711483,1
49,blue-collar,married,primary,no,230,no,yes,unknown,30,jun,176,1,-1,0,unknown,0,pending,route_c,type_4,group_n,A12,0.06948569460415131,route_f,type_1,0.08679135356309065,1
37,self-employed,married,tertiary,no,0,no,yes,unknown,30,jun,202,1,-1,0,unknown,0,pending,route_c,type_1,group_x,A12,0.163725316385705,route_c,type_1,0.2638877967556308,1
45,admin.,single,secondary,no,-342,no,yes,unknown,30,jun,158,1,-1,0,unknown,0,pending,route_c,type_1,group_n,A12,1.0,route_f,type_1,1.0,1
44,admin.,married,secondary,yes,0,no,yes,unknown,30,jun,76,3,-1,0,unknown,0,pending,route_c,type_4,group_n,B07,0.08204065859902979,route_c,type_1,0.0,1
33,blue-collar,married,primary,no,276,no,no,unknown,30,jun,224,2,-1,0,unknown,0,pending,route_f,type_4,group_n,A12,0.0,route_f,type_1,0.9777365226020096,1
55,management,married,tertiary,no,0,no,no,unknown,30,jun,111,2,-1,0,unknown,0,pending,route_c,type_1,group_n,A12,0.0,route_c,type_1,0.17504632521377747,1
56,technician,married,tertiary,no,3082,yes,yes,unknown,30,jun,444,3,-1,0,unknown,0,pending,route_c,type_1,group_n,A12,0.1663997179709463,route_c,type_1,0.039184822192926086,1
40,admin.,married,secondary,no,220,yes,no,unknown,30,jun,69,3,-1,0,unknown,1,pending,route_c,type_1,group_n,A12,0.0,route_c,type_4,0.0,1
27,blue-collar,single,primary,no,1128,yes,no,unknown,30,jun,88,4,-1,0,unknown,0,pending,route_c,type_1,group_x,A12,0.16925215033645194,route_f,type_4,0.4201885680054135,1
57,retired,married,secondary,no,0,no,yes,unknown,30,jun,104,2,-1,0,unknown,0,pending,route_c,type_1,group_n,A12,0.8608653028865255,route_f,type_1,0.0,1
39,technician,married,secondary,no,-54,yes,yes,unknown,30,jun,252,4,-1,0,unknown,0,pending,route_c,type_1,group_n,A12,0.0,route_f,type_4,0.045196506603710655,1
49,admin.,married,secondary,no,2062,no,no,unknown,30,jun,132,4,-1,0,unknown,0,closed,route_c,type_1,group_n,A12,0.3390409520126787,route_f,type_4,0.0,1
34,services,single,secondary,no,66,no,yes,unknown,30,jun,450,2,-1,0,unknown,0,pending,route_c,type_1,group_n,A12,0.2140211477866408,route_c,type_4,1.0,1
59,retired,married,secondary,yes,49,no,yes,unknown,1,jul,602,4,-1,0,unknown,0,pending,route_c,type_4,group_n,A12,0.0,route_c,type_4,1.0,1
41,services,married,secondary,no,138,yes,no,unknown,1,jul,136,3,-1,0,unknown,0,pending,route_c,type_1,group_n,A12,0.07410585395159903,route_c,type_1,0.0,1
30,blue-collar,married,secondary,no,365,no,no,unknown,1,jul,381,4,-1,0,unknown,0,pending,route_c,type_1,group_n,A12,0.07645505544812144,route_f,type_4,0.9892131462244718,1
44,admin.,single,tertiary,no,10,no,no,unknown,1,jul,158,2,-1,0,unknown,0,pending,route_c,type_1,group_n,B07,0.18314009760866723,route_c,type_1,0.2932223945459068,1
41,blue-collar,single,secondary,no,75,yes,no,unknown,1,jul,479,9,-1,0,unknown,1,closed,route_f,type_1,group_x,B07,1.0,route_f,type_1,0.5846318285439305,2
31,blue-collar,married,secondary,no,652,no,yes,unknown,1,jul,281,3,-1,0,unknown,0,pending,route_c,type_1,group_n,A12,0.17197818110151253,route_c,type_1,1.0,1
49,technician,married,tertiary,no,503,no,no,unknown,1,jul,297,2,-1,0,unknown,0,pending,route_c,type_1,group_n,A12,0.0,route_f,type_4,1.0,1
35,technician,married,secondary,no,251,yes,yes,unknown,1,jul,128,3,-1,0,unknown,0,pending,route_c,type_1,group_x,A12,0.9996888843782067,route_c,type_4,1.0,1
39,blue-collar,married,secondary,no,971,yes,yes,unknown,1,jul,471,3,-1,0,unknown,0,pending,route_c,type_1,group_n,A12,0.017836884416080816,route_c,type_1,0.38828462685237847,1
51,admin.,divorced,secondary,no,-20,no,no,unknown,1,jul,58,1,-1,0,unknown,0,pending,route_c,type_4,group_n,B07,0.1305865520018431,route_f,type_1,0.1312678255046452,1
39,services,single,secondary,no,-106,no,no,unknown,1,jul,60,4,-1,0,unknown,0,pending,route_c,type_1,group_n,A12,0.030747490679303987,route_f,type_1,1.0,1
35,services,married,secondary,no,871,yes,no,unknown,1,jul,108,1,-1,0,unknown,0,pending,route_c,type_1,group_n,A12,0.25632995507101114,route_c,type_1,0.0,1
54,admin.,married,secondary,no,9,no,yes,unknown,1,jul,140,1,-1,0,unknown,0,pending,route_c,type_1,group_n,A12,0.0,route_c,type_1,0.014437085100979411,1
59,technician,married,secondary,no,0,no,no,unknown,1,jul,249,1,-1,0,unknown,0,pending,route_c,type_1,group_n,A12,0.0,route_c,type_1,0.062328604503954145,1
57,housemaid,married,primary,no,53,no,no,unknown,1,jul,215,3,-1,0,unknown,0,pending,route_c,type_1,group_n,B07,0.0,route_c,type_4,0.0,1
39,blue-collar,divorced,primary,no,3,no,yes,unknown,1,jul,625,1,-1,0,unknown,0,pending,route_c,type_1,group_n,A12,0.0,route_f,type_1,0.1903221251004947,1
29,services,single,unknown,no,33,no,no,unknown,1,jul,161,1,-1,0,unknown,0,pending,route_c,type_1,group_n,A12,0.09151285119116816,route_c,type_1,0.0,1
40,housemaid,married,primary,no,84,no,yes,unknown,1,jul,428,2,-1,0,unknown,0,pending,route_c,type_1,group_n,A12,0.04516601000937126,route_c,type_1,0.9201391125822465,1
43,admin.,single,secondary,no,13,no,yes,unknown,1,jul,119,1,-1,0,unknown,0,pending,route_c,type_1,group_n,A12,0.9385732259256772,route_c,type_1,0.0,1
41,blue-collar,married,primary,no,1,no,no,unknown,1,jul,117,1,-1,0,unknown,0,pending,route_c,type_1,group_n,B07,1.0,route_c,type_1,0.0,1
45,technician,married,tertiary,no,-302,no,yes,unknown,1,jul,80,1,-1,0,unknown,0,pending,route_c,type_4,group_n,A12,0.0,route_c,type_4,1.0,1
60,retired,married,primary,no,0,no,no,unknown,1,jul,36,1,-1,0,unknown,0,pending,route_c,type_1,group_n,A12,0.0,route_f,type_4,0.032273906073069646,1
31,services,married,tertiary,yes,-90,no,yes,unknown,1,jul,173,1,-1,0,unknown,0,pending,route_c,type_1,group_n,A12,0.0,route_c,type_1,1.0,1
59,technician,married,secondary,no,6,no,yes,unknown,1,jul,292,1,-1,0,unknown,0,pending,route_c,type_1,group_n,A12,0.0,route_c,type_1,0.12555048460315255,1
59,technician,married,secondary,no,358,no,no,unknown,1,jul,183,2,-1,0,unknown,0,pending,route_c,type_1,group_n,B07,0.13246347411408071,route_f,type_1,0.0,1
29,services,single,secondary,no,1357,no,yes,unknown,1,jul,200,1,-1,0,unknown,0,pending,route_c,type_1,group_n,A12,0.22904142525613533,route_c,type_1,1.0,1
49,housemaid,married,primary,no,935,no,yes,unknown,1,jul,150,1,-1,0,unknown,0,pending,route_c,type_1,group_n,A12,0.8428432386982903,route_f,type_1,0.13465244766123635,1
47,management,married,primary,yes,145,no,yes,unknown,1,jul,163,1,-1,0,unknown,0,pending,route_c,type_1,group_n,A12,0.929659180647067,route_c,type_1,0.0,1
32,admin.,married,secondary,no,0,yes,yes,unknown,1,jul,122,1,-1,0,unknown,0,pending,route_c,type_1,group_n,A12,0.03680290050704842,route_c,type_4,0.9398431857959297,1
35,blue-collar,divorced,primary,no,0,no,no,unknown,1,jul,55,1,-1,0,unknown,0,pending,route_c,type_4,group_n,B07,0.0,route_c,type_1,0.8485157467073168,1
52,technician,divorced,secondary,no,935,no,no,unknown,1,jul,86,1,-1,0,unknown,0,pending,route_c,type_1,group_n,A12,1.0,route_c,type_1,0.5098224095258705,1
30,management,married,tertiary,no,49,yes,yes,unknown,1,jul,359,1,-1,0,unknown,0,pending,route_c,type_1,group_n,A12,0.0,route_f,type_1,0.3569710836850845,1
43,admin.,single,secondary,no,91,no,yes,unknown,1,jul,110,2,-1,0,unknown,0,pending,route_c,type_1,group_n,A12,0.0,route_f,type_1,0.0,1
45,unemployed,divorced,primary,yes,-249,yes,yes,unknown,1,jul,92,1,-1,0,unknown,0,pending,route_c,type_1,group_x,A12,0.0,route_f,type_1,0.47457894237347553,1
28,technician,single,tertiary,no,415,no,no,unknown,1,jul,86,1,-1,0,unknown,0,pending,route_c,type_1,group_x,A12,0.0,route_c,type_1,0.29157593338204396,1
41,entrepreneur,single,primary,no,7264,no,yes,unknown,1,jul,125,3,-1,0,unknown,0,pending,route_c,type_1,group_n,A12,0.0,route_c,type_1,0.0,1
38,management,married,tertiary,no,-585,yes,no,unknown,1,jul,196,4,-1,0,unknown,0,pending,route_f,type_1,group_n,A12,0.8142991129286186,route_c,type_1,0.8909748055168814,1
31,admin.,single,secondary,no,43,no,no,unknown,1,jul,484,1,-1,0,unknown,0,pending,route_c,type_4,group_n,A12,0.10324413615455438,route_f,type_1,0.19812914871979637,1
29,self-employed,single,tertiary,no,392,no,yes,unknown,1,jul,135,1,-1,0,unknown,0,pending,route_c,type_1,group_n,B07,0.02789742494665956,route_c,type_1,0.0,1
29,technician,married,tertiary,no,975,no,no,unknown,1,jul,56,1,-1,0,unknown,0,pending,route_c,type_1,group_n,A12,0.12255732214037997,route_c,type_1,0.02748223305473061,1
33,admin.,married,tertiary,no,205,no,no,unknown,1,jul,156,2,-1,0,unknown,0,pending,route_c,type_1,group_x,A12,0.09114591912787483,route_f,type_1,0.9773145144507751,1
40,services,single,secondary,no,-27,no,yes,unknown,1,jul,221,1,-1,0,unknown,0,pending,route_c,type_1,group_n,A12,0.2540800038937415,route_c,type_1,0.35202974708935814,1
26,technician,divorced,tertiary,no,-70,no,yes,unknown,1,jul,1992,2,-1,0,unknown,0,pending,route_c,type_1,group_n,A12,0.0705317754979562,route_f,type_1,0.2474000609035432,1
41,technician,married,secondary,no,-147,no,yes,unknown,1,jul,130,1,-1,0,unknown,0,pending,route_c,type_4,group_n,A12,0.9345961836434635,route_c,type_1,0.26318310523097604,1
31,management,married,tertiary,no,84,no,yes,unknown,1,jul,143,1,-1,0,unknown,0,pending,route_c,type_1,group_x,B07,0.0,route_f,type_1,0.8874210661832499,1
53,technician,divorced,secondary,no,173,no,yes,unknown,1,jul,157,1,-1,0,unknown,0,pending,route_c,type_1,group_x,A12,0.0,route_c,type_1,0.9572680193980274,1
45,technician,single,tertiary,no,2099,no,yes,unknown,1,jul,333,1,-1,0,unknown,0,pending,route_c,type_1,group_n,A12,0.25487103801503713,route_f,type_1,0.012748281609216911,1
58,services,married,primary,no,374,no,yes,unknown,1,jul,420,2,-1,0,unknown,1,pending,route_c,type_1,group_n,A12,0.9718560971541782,route_f,type_4,0.9201211598060731,1
37,technician,single,tertiary,no,0,no,no,unknown,1,jul,1135,2,-1,0,unknown,1,closed,route_f,type_4,group_x,B07,0.03097097811389124,route_c,type_4,0.6171766270923411,2
47,technician,divorced,secondary,no,47,no,yes,unknown,1,jul,224,2,-1,0,unknown,0,pending,route_c,type_1,group_n,A12,0.0,route_c,type_1,1.0,1
55,retired,married,secondary,no,-180,no,yes,unknown,1,jul,307,2,-1,0,unknown,0,pending,route_c,type_1,group_n,A12,0.22774578616805063,route_c,type_1,0.6604858910106151,1
44,technician,single,secondary,no,27,no,no,unknown,1,jul,723,2,-1,0,unknown,0,pending,route_c,type_1,group_x,A12,0.11223945013786062,route_c,type_4,0.0,1
27,technician,single,secondary,no,158,no,no,unknown,1,jul,650,2,-1,0,unknown,1,closed,route_f,type_4,group_x,B07,1.0,route_c,type_4,0.2526436043215032,2
31,management,single,tertiary,no,394,no,yes,unknown,2,jul,660,3,-1,0,unknown,0,pending,route_c,type_1,group_n,A12,0.0,route_c,type_1,0.9769816827110823,1
22,student,single,secondary,no,280,yes,no,unknown,2,jul,63,4,-1,0,unknown,0,pending,route_c,type_1,group_x,A12,0.11815596769279577,route_f,type_1,0.03983238866560898,1
30,admin.,married,tertiary,no,1717,no,yes,unknown,2,jul,218,2,-1,0,unknown,0,pending,route_c,type_1,group_x,A12,0.0366850218606011,route_f,type_1,0.04255252150960593,1
51,blue-collar,divorced,primary,no,-28,no,yes,unknown,2,jul,220,2,-1,0,unknown,0,pending,route_c,type_1,group_x,A12,0.0,route_f,type_4,0.8124021735321895,1
35,admin.,married,secondary,no,907,no,yes,unknown,2,jul,97,4,-1,0,unknown,0,pending,route_c,type_4,group_n,B07,0.0,route_c,type_4,0.8176727232796792,1
29,technician,single,tertiary,no,101,no,no,unknown,2,jul,143,4,-1,0,unknown,0,pending,route_c,type_1,group_n,B07,0.0,route_c,type_1,0.9456594609813361,1
31,admin.,divorced,secondary,no,824,yes,no,unknown,2,jul,32,3,-1,0,unknown,0,pending,route_c,type_1,group_x,A12,1.0,route_c,type_1,0.2992908248346056,1
35,self-employed,married,secondary,no,28,no,yes,unknown,2,jul,159,3,-1,0,unknown,0,pending,route_c,type_1,group_x,A12,1.0,route_c,type_1,1.0,1
48,technician,married,secondary,no,0,yes,yes,unknown,2,jul,44,2,-1,0,unknown,0,pending,route_c,type_1,group_n,A12,0.0,route_c,type_1,0.5649458520232362,1
30,services,single,secondary,yes,0,no,yes,unknown,2,jul,95,3,-1,0,unknown,0,pending,route_c,type_1,group_n,A12,0.8739660243857826,route_c,type_1,0.9410178025128388,1
45,technician,single,secondary,no,52,no,yes,unknown,2,jul,79,3,-1,0,unknown,0,pending,route_c,type_1,group_n,A12,0.0,route_c,type_1,1.0,1
45,self-employed,married,primary,no,-584,yes,yes,unknown,2,jul,306,2,-1,0,unknown,0,pending,route_c,type_4,group_n,B07,0.9985088670418927,route_c,type_4,0.08309352474546676,1
50,services,married,primary,no,-15,no,yes,unknown,2,jul,71,1,-1,0,unknown,0,pending,route_c,type_1,group_x,A12,0.004307189665241554,route_c,type_1,1.0,1
35,retired,single,secondary,no,527,no,yes,unknown,2,jul,348,3,-1,0,unknown,0,pending,route_c,type_1,group_n,A12,0.0,route_f,type_1,0.8434720251943182,1
41,services,married,secondary,no,0,yes,no,unknown,2,jul,203,1,-1,0,unknown,1,pending,route_c,type_1,group_n,B07,0.0,route_f,type_1,0.0,1
37,services,single,primary,no,0,no,yes,unknown,2,jul,372,1,-1,0,unknown,0,pending,route_c,type_1,group_x,A12,0.0,route_c,type_4,0.0,1
38,admin.,married,secondary,no,70,no,yes,unknown,2,jul,199,1,-1,0,unknown,0,pending,route_c,type_1,group_x,B07,0.0,route_c,type_4,1.0,1
50,management,married,tertiary,no,830,no,no,unknown,2,jul,60,2,-1,0,unknown,0,pending,route_c,type_1,group_n,A12,0.0,route_f,type_1,0.0,1
35,technician,single,secondary,no,-51,no,no,unknown,2,jul,134,2,-1,0,unknown,0,pending,route_c,type_1,group_n,B07,0.08571518245009467,route_f,type_1,1.0,1
44,technician,married,secondary,no,1,no,yes,unknown,2,jul,108,3,-1,0,unknown,0,pending,route_c,type_1,group_x,A12,0.23690924444859607,route_f,type_4,1.0,1
34,services,married,secondary,no,0,no,yes,unknown,2,jul,193,4,-1,0,unknown,0,pending,route_c,type_1,group_n,A12,0.0,route_f,type_1,0.017028933199633667,1
32,blue-collar,single,secondary,no,-255,no,yes,unknown,2,jul,957,3,-1,0,unknown,0,closed,route_c,type_1,group_n,A12,0.0,route_c,type_4,0.0,1
41,entrepreneur,married,tertiary,no,-81,no,yes,unknown,2,jul,83,3,-1,0,unknown,0,pending,route_c,type_1,group_x,A12,0.9795521307245444,route_c,type_1,0.0,1
33,technician,single,tertiary,no,288,yes,yes,unknown,3,jul,343,2,-1,0,unknown,0,pending,route_c,type_1,group_n,A12,0.03746414531136497,route_f,type_4,0.0,1
45,technician,divorced,unknown,yes,-25,no,yes,unknown,3,jul,158,3,-1,0,unknown,0,pending,route_c,type_1,group_n,A12,1.0,route_f,type_1,0.8685665426437641,1
27,admin.,single,secondary,no,585,no,no,unknown,3,jul,269,3,-1,0,unknown,0,pending,route_c,type_1,group_x,A12,0.7291606038476626,route_f,type_4,0.0,1
37,technician,single,secondary,no,29,no,no,unknown,3,jul,269,2,-1,0,unknown,0,closed,route_c,type_1,group_n,A12,0.0,route_f,type_1,0.31978436794608234,1
37,blue-collar,married,secondary,no,606,yes,yes,unknown,3,jul,375,3,-1,0,unknown,0,pending,route_c,type_1,group_n,B07,0.0,route_c,type_4,0.8328126054360684,1
54,services,married,secondary,no,-165,no,yes,unknown,3,jul,202,1,-1,0,unknown,0,pending,route_c,type_1,group_x,A12,0.040125368307123356,route_f,type_4,0.0,1
26,services,married,secondary,no,549,no,no,unknown,3,jul,149,1,-1,0,unknown,0,pending,route_c,type_1,group_n,A12,0.8770691098857417,route_f,type_1,0.3748696394934085,1
45,blue-collar,divorced,secondary,no,-705,no,yes,unknown,3,jul,111,1,-1,0,unknown,0,pending,route_c,type_1,group_n,B07,0.0756017653945973,route_c,type_4,0.0,1
54,unemployed,married,tertiary,no,0,no,yes,unknown,3,jul,188,1,-1,0,unknown,1,pending,route_c,type_1,group_n,A12,0.0,route_c,type_4,0.05157803902431228,1
58,retired,married,secondary,no,166,no,yes,unknown,3,jul,211,1,-1,0,unknown,0,pending,route_c,type_1,group_n,A12,0.0,route_f,type_1,0.10028031929931576,1
50,management,married,secondary,no,5,no,no,unknown,3,jul,24,1,-1,0,unknown,0,pending,route_c,type_1,group_n,A12,0.0,route_c,type_4,0.30164394767847774,1
51,blue-collar,married,secondary,no,0,no,yes,unknown,3,jul,109,1,-1,0,unknown,0,pending,route_c,type_1,group_n,B07,0.24987647540516536,route_f,type_4,0.9050563394683642,1
27,admin.,divorced,secondary,no,2,no,yes,unknown,3,jul,472,1,-1,0,unknown,0,pending,route_c,type_1,group_x,A12,0.0,route_f,type_1,0.9525534455022014,1
32,management,married,tertiary,no,92,no,no,unknown,3,jul,116,1,-1,0,unknown,0,pending,route_c,type_1,group_n,A12,0.0033176024107889925,route_c,type_1,0.4271187012780078,1
29,blue-collar,single,primary,no,145,no,no,unknown,3,jul,452,1,-1,0,unknown,0,pending,route_c,type_1,group_n,A12,0.0,route_c,type_1,1.0,1
29,services,single,secondary,no,84,no,yes,unknown,3,jul,587,3,-1,0,unknown,1,closed,route_f,type_4,group_x,B07,1.0,route_c,type_4,1.0,2
44,blue-collar,married,secondary,no,701,no,yes,unknown,3,jul,269,2,-1,0,unknown,0,pending,route_c,type_1,group_n,A12,0.10267329124567828,route_c,type_1,0.015854620730151422,1
39,services,single,secondary,no,3,no,yes,unknown,3,jul,206,1,-1,0,unknown,0,pending,route_c,type_1,group_n,A12,0.06136541022836396,route_f,type_1,1.0,1
55,retired,married,secondary,no,85,no,no,unknown,3,jul,228,2,-1,0,unknown,0,pending,route_c,type_4,group_n,A12,0.2416681129057293,route_c,type_1,0.0,1
33,blue-collar,married,secondary,no,285,no,yes,unknown,3,jul,267,1,-1,0,unknown,0,pending,route_c,type_4,group_n,A12,0.0,route_c,type_1,0.9644441631409896,1
48,blue-collar,married,primary,no,474,yes,yes,unknown,3,jul,414,1,-1,0,unknown,0,pending,route_c,type_1,group_n,A12,0.2454665723714522,route_c,type_4,0.0,1
49,blue-collar,married,primary,no,126,no,no,unknown,3,jul,60,1,-1,0,unknown,0,pending,route_c,type_1,group_n,A12,0.16609168786488404,route_c,type_1,0.771342419338711,1
35,blue-collar,married,unknown,no,-400,yes,yes,unknown,3,jul,85,1,-1,0,unknown,0,pending,route_c,type_1,group_n,A12,0.13663646203481553,route_c,type_1,1.0,1
57,retired,married,secondary,no,91,no,yes,unknown,3,jul,256,3,-1,0,unknown,0,pending,route_c,type_1,group_n,A12,0.023292294788059286,route_c,type_1,0.0,1
53,services,divorced,secondary,yes,0,no,yes,unknown,3,jul,172,10,-1,0,unknown,0,pending,route_c,type_1,group_n,A12,0.0,route_f,type_1,0.8814727896078769,1
58,unemployed,married,secondary,no,0,no,no,unknown,3,jul,84,1,-1,0,unknown,0,pending,route_c,type_1,group_n,A12,0.054416450171904135,route_c,type_4,0.0,1
34,technician,married,secondary,no,46,yes,yes,unknown,3,jul,412,1,-1,0,unknown,0,pending,route_c,type_1,group_n,A12,0.2921292141563082,route_c,type_1,0.0,1
52,housemaid,married,tertiary,no,51,no,no,unknown,3,jul,88,1,-1,0,unknown,0,pending,route_c,type_1,group_n,A12,0.16197227664349717,route_c,type_1,0.0,1
56,admin.,married,secondary,no,20,no,no,unknown,3,jul,130,1,-1,0,unknown,0,pending,route_c,type_1,group_x,B07,0.09310115332995769,route_c,type_1,0.0,1
34,technician,married,secondary,no,-346,yes,no,unknown,3,jul,115,4,-1,0,unknown,0,pending,route_c,type_4,group_n,A12,1.0,route_f,type_1,0.0,1
35,services,married,secondary,no,1659,yes,no,unknown,3,jul,197,1,-1,0,unknown,0,pending,route_c,type_4,group_n,B07,0.08459722750028771,route_c,type_1,0.3424211981507329,1
30,management,single,tertiary,no,0,no,yes,unknown,3,jul,88,1,-1,0,unknown,0,pending,route_c,type_1,group_n,A12,0.008544985904234772,route_c,type_1,0.0,1
48,management,single,tertiary,no,31,no,yes,unknown,3,jul,154,1,-1,0,unknown,0,pending,route_c,type_4,group_n,A12,0.0,route_f,type_1,0.13065625186110966,1
50,admin.,married,secondary,no,-221,no,yes,unknown,3,jul,90,1,-1,0,unknown,0,pending,route_c,type_1,group_n,A12,1.0,route_f,type_4,0.9606565923202638,1
44,technician,divorced,secondary,no,303,yes,yes,unknown,3,jul,51,1,-1,0,unknown,0,pending,route_c,type_1,group_n,A12,0.23108072117500528,route_f,type_1,0.05682691173047483,1
38,services,married,secondary,no,304,no,yes,unknown,3,jul,131,1,-1,0,unknown,0,pending,route_c,type_1,group_n,A12,0.0,route_c,type_4,1.0,1
40,services,divorced,secondary,no,1155,no,yes,unknown,3,jul,251,1,-1,0,unknown,0,pending,route_c,type_1,group_n,A12,1.0,route_f,type_1,1.0,1
44,technician,single,tertiary,no,222,yes,yes,unknown,3,jul,89,1,-1,0,unknown,0,pending,route_c,type_1,group_x,A12,0.05199929432912382,route_f,type_4,0.0,1
33,services,single,secondary,no,1038,no,yes,unknown,3,jul,108,1,-1,0,unknown,0,pending,route_c,type_4,group_n,A12,0.0,route_c,type_1,0.10534234674682146,1
