age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,final_outcome_flag,post_decision_status,risk_review_code,confirmed_result_code,case_resolution_type,followup_action_group,outcome_verification_score,workflow_bucket_id,service_path_code,review_priority_index,class
46,Private,102852,7th-8th,4,Divorced,Other-service,Not-in-family,White,Female,0,0,40,United-States,0,pending,route_c,type_1,group_x,A12,0.1582669476506531,route_c,type_1,0.0013203639620087174,<=50K
30,Private,195447,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50,United-States,1,closed,route_f,type_4,group_x,B07,1.0,route_c,type_4,0.28804852830866795,>50K
27,Private,173944,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,50,United-States,0,pending,route_c,type_4,group_n,A12,0.010126980764167412,route_c,type_1,0.12233386165980394,<=50K
25,Private,276728,HS-grad,9,Never-married,Handlers-cleaners,Other-relative,Black,Female,0,0,43,United-States,0,pending,route_c,type_4,group_n,A12,0.041966258165177225,route_c,type_1,0.0,<=50K
21,State-gov,173534,Some-college,10,Never-married,Prof-specialty,Own-child,White,Female,0,0,40,Ecuador,0,pending,route_c,type_1,group_n,A12,0.0,route_c,type_1,1.0,<=50K
23,Private,198368,Assoc-acdm,12,Never-married,Sales,Not-in-family,White,Male,0,0,40,United-States,0,pending,route_c,type_1,group_n,A12,0.0,route_c,type_4,0.0,<=50K
18,Private,27620,HS-grad,9,Never-married,Exec-managerial,Not-in-family,White,Female,0,0,30,United-States,0,pending,route_c,type_4,group_x,A12,0.11409920659954977,route_f,type_1,0.0,<=50K
46,Local-gov,192235,11th,7,Married-civ-spouse,Handlers-cleaners,Husband,Black,Male,0,0,40,United-States,0,pending,route_c,type_4,group_n,A12,0.1026587423888146,route_f,type_1,0.08460087234268676,<=50K
27,Private,467936,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,48,Mexico,0,pending,route_c,type_1,group_n,A12,0.8806768503125355,route_c,type_4,0.5943897771622719,<=50K
25,Private,264136,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,60,United-States,0,pending,route_c,type_1,group_n,A12,0.03237853325558071,route_c,type_1,0.933795338226121,<=50K
61,Self-emp-not-inc,184009,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Female,0,2444,50,United-States,1,closed,route_f,type_4,group_x,B07,0.8216950655334176,route_f,type_4,0.0,>50K
50,Private,165001,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,1,closed,route_f,type_1,group_x,B07,0.12317485125471095,route_f,type_1,1.0,>50K
66,Private,123484,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,0,0,40,United-States,0,pending,route_c,type_1,group_x,A12,0.04538757901956978,route_f,type_1,0.2286572391389411,<=50K
26,Private,123384,HS-grad,9,Widowed,Adm-clerical,Unmarried,White,Female,0,0,20,United-States,0,pending,route_c,type_1,group_n,A12,0.008374691792284417,route_c,type_1,0.018367531394231064,<=50K
50,Self-emp-inc,235307,Assoc-acdm,12,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,48,United-States,1,closed,route_f,type_4,group_n,B07,1.0,route_f,type_1,0.09294831678140002,>50K
41,Private,238384,HS-grad,9,Divorced,Tech-support,Unmarried,White,Female,0,0,40,United-States,0,pending,route_c,type_4,group_n,A12,0.0,route_f,type_1,0.21315679107269095,<=50K
43,Self-emp-not-inc,171351,Assoc-acdm,12,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,20,United-States,0,pending,route_c,type_1,group_n,A12,0.07917298710860805,route_c,type_1,0.957752992592095,<=50K
38,State-gov,162424,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,1,closed,route_f,type_4,group_x,A12,0.17449464066887008,route_f,type_1,1.0,>50K
20,Private,333838,Some-college,10,Never-married,Adm-clerical,Own-child,White,Male,0,0,35,United-States,0,pending,route_c,type_4,group_n,A12,0.03187175809842672,route_f,type_1,0.2582491808259652,<=50K
58,Private,100303,Assoc-acdm,12,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,42,United-States,1,closed,route_f,type_4,group_x,B07,1.0,route_f,type_4,0.9528267168757518,>50K
41,Federal-gov,58447,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,7688,0,50,United-States,1,closed,route_f,type_4,group_x,A12,0.9681743521574934,route_c,type_4,1.0,>50K
43,Local-gov,317185,Assoc-voc,11,Divorced,Prof-specialty,Unmarried,White,Female,0,0,36,United-States,0,pending,route_c,type_1,group_n,A12,0.9993099364177108,route_f,type_4,0.2173177922365205,<=50K
39,Private,103323,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Male,0,1669,40,United-States,0,pending,route_c,type_1,group_n,A12,0.06438032610615864,route_c,type_1,0.0,<=50K
22,Private,221694,Some-college,10,Never-married,Protective-serv,Not-in-family,White,Male,0,0,60,United-States,0,pending,route_c,type_1,group_n,A12,0.0834116083485541,route_f,type_1,0.5506349477997614,<=50K
52,Private,214091,HS-grad,9,Widowed,Other-service,Not-in-family,Amer-Indian-Eskimo,Female,0,0,40,United-States,0,pending,route_c,type_1,group_x,A12,0.07277706685413002,route_c,type_1,1.0,<=50K
35,,171062,Bachelors,13,Never-married,,Not-in-family,Black,Male,0,0,40,England,0,pending,route_c,type_1,group_n,A12,0.0,route_c,type_1,1.0,<=50K
46,Private,278200,HS-grad,9,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40,United-States,0,pending,route_c,type_1,group_n,A12,1.0,route_f,type_1,0.14731155167866114,<=50K
20,Private,187592,Some-college,10,Never-married,Sales,Own-child,White,Male,0,0,40,United-States,0,pending,route_c,type_1,group_x,A12,1.0,route_c,type_4,0.0,<=50K
55,Private,188382,Some-college,10,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,48,United-States,1,closed,route_f,type_4,group_x,B07,0.0,route_f,type_1,0.9640655899593829,>50K
48,Private,65584,Some-college,10,Separated,Adm-clerical,Unmarried,White,Female,0,0,40,United-States,0,pending,route_c,type_1,group_n,A12,0.0,route_f,type_1,0.0,<=50K
22,,117789,Some-college,10,Never-married,,Own-child,White,Female,0,0,40,United-States,1,pending,route_c,type_1,group_n,A12,0.06824486025783363,route_c,type_4,0.38583138717783133,<=50K
30,Private,402089,Some-college,10,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,55,United-States,0,pending,route_c,type_4,group_n,A12,0.8282731959191111,route_f,type_4,0.5540816966312702,<=50K
40,Private,69730,HS-grad,9,Divorced,Exec-managerial,Not-in-family,White,Female,0,0,40,United-States,0,pending,route_c,type_1,group_x,A12,0.0,route_f,type_4,0.0,<=50K
44,Private,34218,Bachelors,13,Divorced,Prof-specialty,Not-in-family,White,Male,0,0,45,United-States,0,pending,route_c,type_4,group_n,A12,0.8551949935984177,route_f,type_1,0.036750783098039363,<=50K
55,Federal-gov,54566,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States,0,pending,route_c,type_1,group_n,A12,0.05014378893026686,route_f,type_1,0.0,<=50K
53,Private,698039,Bachelors,13,Widowed,Prof-specialty,Not-in-family,White,Female,0,0,28,United-States,0,pending,route_c,type_1,group_n,A12,0.11925499966708605,route_f,type_4,1.0,<=50K
57,,76571,10th,6,Married-civ-spouse,,Husband,White,Male,0,0,40,United-States,0,pending,route_c,type_1,group_n,A12,0.09844035898550098,route_c,type_1,1.0,<=50K
57,Private,133201,7th-8th,4,Divorced,Craft-repair,Unmarried,White,Male,0,1408,40,France,0,pending,route_c,type_1,group_n,A12,0.0,route_c,type_1,0.20478177326851138,<=50K
47,Federal-gov,146786,Assoc-voc,11,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United-States,0,pending,route_c,type_4,group_n,A12,0.0,route_f,type_4,0.0,<=50K
46,,96154,Some-college,10,Never-married,,Own-child,White,Female,0,0,15,United-States,0,pending,route_c,type_1,group_n,A12,0.12643522408584126,route_c,type_4,0.0,<=50K
64,State-gov,143880,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,1,closed,route_f,type_4,group_n,A12,0.9387194098741274,route_f,type_1,0.9210131614694245,>50K
18,Private,132397,12th,8,Never-married,Other-service,Own-child,Black,Female,0,0,18,United-States,0,pending,route_c,type_1,group_n,A12,0.08590717236076073,route_f,type_1,0.9421541377973179,<=50K
28,,45613,Some-college,10,Never-married,,Not-in-family,White,Female,0,0,40,United-States,0,pending,route_c,type_1,group_n,A12,0.03324934464734368,route_c,type_1,0.05368639612019791,<=50K
25,Private,136226,HS-grad,9,Never-married,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,0,pending,route_c,type_1,group_x,A12,0.018610912558960108,route_c,type_1,0.0,<=50K
37,Self-emp-not-inc,334291,Bachelors,13,Divorced,Transport-moving,Not-in-family,White,Male,0,0,50,United-States,0,pending,route_c,type_1,group_n,A12,0.0,route_f,type_1,0.0,<=50K
33,Private,183017,HS-grad,9,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,32,United-States,0,pending,route_c,type_1,group_n,A12,0.15901357739857652,route_c,type_4,0.05594658148833623,<=50K
66,Private,207917,7th-8th,4,Married-civ-spouse,Other-service,Husband,Black,Male,1797,0,20,United-States,0,pending,route_c,type_1,group_n,A12,0.11434464937052279,route_f,type_4,0.0,<=50K
65,,136431,HS-grad,9,Married-civ-spouse,,Husband,White,Male,9386,0,40,United-States,1,closed,route_f,type_4,group_n,B07,1.0,route_c,type_4,1.0,>50K
37,Private,80303,Some-college,10,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,40,United-States,1,closed,route_f,type_4,group_x,B07,1.0,route_c,type_1,0.0,>50K
19,Private,210509,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,0,0,30,United-States,0,pending,route_c,type_1,group_n,A12,0.17328284638932126,route_c,type_4,1.0,<=50K
37,,48915,HS-grad,9,Never-married,,Not-in-family,White,Male,0,0,35,United-States,0,pending,route_c,type_1,group_n,A12,0.0017307982265248978,route_c,type_4,0.0,<=50K
41,Private,91316,Assoc-acdm,12,Never-married,Other-service,Not-in-family,White,Male,0,0,40,United-States,0,pending,route_c,type_4,group_n,A12,0.0,route_c,type_4,0.10488369980633293,<=50K
41,Private,205670,HS-grad,9,Divorced,Adm-clerical,Unmarried,Black,Female,0,0,40,United-States,0,pending,route_c,type_1,group_n,A12,0.0,route_c,type_1,1.0,<=50K
76,Private,25319,HS-grad,9,Widowed,Adm-clerical,Not-in-family,White,Female,0,0,8,United-States,0,pending,route_c,type_1,group_n,A12,0.12274493866324222,route_c,type_1,0.0,<=50K
52,Private,264129,Some-college,10,Divorced,Sales,Not-in-family,White,Female,0,0,40,United-States,0,pending,route_c,type_1,group_n,A12,0.0,route_f,type_1,1.0,<=50K
23,Private,40165,Some-college,10,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,50,Japan,0,pending,route_c,type_1,group_n,A12,0.0,route_c,type_1,0.7933417119456778,<=50K
43,Federal-gov,79529,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,35,United-States,0,pending,route_c,type_1,group_n,A12,0.8670875546937897,route_c,type_4,1.0,<=50K
32,Private,164519,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,55,United-States,0,pending,route_c,type_1,group_n,A12,0.0,route_c,type_4,0.7978511837933808,<=50K
33,Private,184178,Assoc-acdm,12,Married-civ-spouse,Other-service,Wife,Black,Female,0,0,35,United-States,0,pending,route_c,type_4,group_n,A12,0.0,route_f,type_4,0.21913896827624754,<=50K
33,State-gov,427812,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,15,Mexico,0,pending,route_c,type_1,group_n,A12,0.12614389480051064,route_f,type_4,0.976589926188517,<=50K
59,Self-emp-not-inc,172618,10th,6,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,50,United-States,0,pending,route_c,type_1,group_n,A12,0.0,route_c,type_4,1.0,<=50K
21,Private,472861,11th,7,Never-married,Handlers-cleaners,Own-child,Black,Male,0,0,40,United-States,0,pending,route_c,type_1,group_n,A12,0.1809631983775885,route_c,type_4,0.0,<=50K
40,Private,114157,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,0,pending,route_c,type_1,group_n,A12,0.01729599071470986,route_c,type_4,0.0,<=50K
22,Self-emp-not-inc,104164,Assoc-voc,11,Never-married,Farming-fishing,Not-in-family,White,Male,0,0,35,United-States,0,pending,route_c,type_1,group_n,A12,0.0,route_c,type_4,0.4395162993937255,<=50K
45,Self-emp-not-inc,180680,11th,7,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,35,United-States,0,pending,route_c,type_1,group_n,B07,0.10945814044552411,route_c,type_1,1.0,<=50K
28,Private,300915,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,1902,43,United-States,1,closed,route_f,type_4,group_x,B07,0.949908864370131,route_c,type_1,0.9893812605869694,>50K
38,Private,308171,Some-college,10,Separated,Tech-support,Unmarried,Black,Female,0,0,50,United-States,0,pending,route_c,type_1,group_n,A12,0.0,route_c,type_1,0.024416805357486943,<=50K
56,Private,320833,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,Black,Male,0,0,40,United-States,0,pending,route_c,type_1,group_n,A12,0.10035582267017765,route_c,type_4,0.05688369563332243,<=50K
42,,167710,Some-college,10,Divorced,,Not-in-family,White,Female,0,0,18,United-States,0,pending,route_c,type_1,group_n,B07,0.0,route_c,type_4,0.0,<=50K
19,Private,228577,HS-grad,9,Never-married,Craft-repair,Own-child,White,Male,0,0,36,United-States,0,pending,route_c,type_1,group_n,A12,0.06335948652126833,route_f,type_4,0.0,<=50K
48,Self-emp-not-inc,221464,11th,7,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,0,30,United-States,1,closed,route_f,type_4,group_x,B07,0.0,route_f,type_1,1.0,>50K
31,Self-emp-not-inc,213307,10th,6,Married-civ-spouse,Other-service,Wife,White,Female,0,0,28,Mexico,0,pending,route_c,type_1,group_n,B07,0.07187126712354173,route_c,type_1,0.9576229725248739,<=50K
42,Private,165815,Assoc-voc,11,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,0,pending,route_c,type_1,group_n,A12,1.0,route_f,type_4,0.12595333604285172,<=50K
37,Private,248919,1st-4th,2,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,66,Mexico,0,pending,route_c,type_1,group_n,A12,0.21766622647332903,route_c,type_1,0.08432416131474314,<=50K
23,,116934,10th,6,Married-civ-spouse,,Wife,White,Female,0,0,40,United-States,0,pending,route_c,type_1,group_n,A12,0.10366050013828296,route_f,type_4,0.0,<=50K
60,Self-emp-not-inc,285365,Some-college,10,Married-civ-spouse,Other-service,Wife,Black,Female,0,0,50,United-States,0,pending,route_c,type_4,group_n,B07,0.0,route_f,type_1,0.0,<=50K
63,Private,134960,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,Scotland,0,pending,route_c,type_1,group_x,B07,0.08727883789508196,route_c,type_1,0.0,<=50K
24,Private,449101,11th,7,Never-married,Other-service,Own-child,White,Female,0,0,40,United-States,0,pending,route_c,type_1,group_n,A12,0.0,route_c,type_4,1.0,<=50K
42,Private,46019,Some-college,10,Married-civ-spouse,Craft-repair,Husband,Amer-Indian-Eskimo,Male,5178,0,50,United-States,1,closed,route_f,type_1,group_x,B07,0.9196378923556312,route_f,type_4,1.0,>50K
71,,161027,Masters,14,Married-civ-spouse,,Husband,White,Male,0,0,8,United-States,1,closed,route_f,type_4,group_x,B07,0.855542237656469,route_f,type_4,1.0,>50K
32,State-gov,19513,Masters,14,Never-married,Prof-specialty,Not-in-family,Asian-Pac-Islander,Female,0,0,40,Japan,0,pending,route_c,type_1,group_x,B07,0.06533494588795886,route_c,type_4,0.6019718193705101,<=50K
57,Self-emp-not-inc,258121,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States,0,pending,route_c,type_1,group_n,A12,0.022939649511104308,route_c,type_4,0.0,<=50K
56,Private,242782,HS-grad,9,Widowed,Sales,Not-in-family,White,Female,0,0,44,United-States,0,pending,route_f,type_1,group_x,A12,0.018039141234245354,route_f,type_4,0.0,<=50K
65,,193365,Some-college,10,Married-civ-spouse,,Husband,White,Male,0,0,50,United-States,0,pending,route_c,type_1,group_n,A12,0.1725762772282956,route_c,type_1,0.8111773269564464,<=50K
42,Private,182402,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,1887,50,United-States,1,closed,route_f,type_4,group_x,B07,0.8777385972552982,route_f,type_4,1.0,>50K
24,Private,254767,11th,7,Never-married,Sales,Own-child,White,Male,0,0,40,United-States,0,pending,route_c,type_1,group_n,A12,0.0,route_f,type_1,0.23603431782780757,<=50K
31,Private,112115,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,1,closed,route_c,type_1,group_n,B07,1.0,route_f,type_1,0.9359421445640277,>50K
58,Private,117299,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States,1,closed,route_f,type_4,group_x,B07,0.9006648405476496,route_f,type_1,1.0,>50K
44,Private,214781,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,45,United-States,1,closed,route_f,type_4,group_x,A12,0.9995965055540167,route_f,type_4,0.9847115591923326,>50K
33,Private,197474,Some-college,10,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,48,United-States,1,pending,route_c,type_1,group_n,A12,0.0,route_f,type_4,0.02648669530234516,<=50K
24,,234791,Some-college,10,Divorced,,Unmarried,White,Female,0,0,25,United-States,0,pending,route_c,type_1,group_n,A12,0.18075285546030204,route_c,type_4,0.0,<=50K
34,Local-gov,126584,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,45,United-States,0,pending,route_c,type_1,group_n,A12,0.14839316086979795,route_f,type_1,0.0,<=50K
72,Self-emp-not-inc,28865,7th-8th,4,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,14,United-States,0,pending,route_c,type_1,group_n,A12,0.016795302620659817,route_c,type_4,0.10852174527189497,<=50K
61,Private,163729,HS-grad,9,Divorced,Machine-op-inspct,Not-in-family,White,Female,0,0,40,United-States,0,pending,route_c,type_1,group_n,A12,0.21756963950168476,route_f,type_1,0.0,<=50K
33,Private,218407,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,80,Columbia,1,closed,route_f,type_4,group_x,B07,0.019282963960385473,route_c,type_1,0.0,>50K
58,Private,95428,Masters,14,Divorced,Prof-specialty,Not-in-family,White,Female,0,0,40,United-States,0,pending,route_c,type_1,group_n,A12,0.21440509152350629,route_c,type_4,0.3183216376016981,<=50K
57,Self-emp-inc,146103,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,15024,0,30,United-States,1,closed,route_f,type_1,group_x,B07,0.814362931135058,route_f,type_4,0.26605092588238294,>50K
25,Private,150312,HS-grad,9,Never-married,Machine-op-inspct,Not-in-family,White,Male,0,0,40,United-States,0,pending,route_f,type_1,group_n,B07,1.0,route_f,type_1,0.46076095165315023,<=50K
72,Private,76206,9th,5,Married-civ-spouse,Sales,Husband,White,Male,0,0,16,United-States,0,pending,route_c,type_1,group_n,A12,0.07576064597650188,route_c,type_1,0.3092899110369072,<=50K
23,Private,340543,HS-grad,9,Separated,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,0,pending,route_c,type_1,group_x,A12,0.0,route_c,type_4,0.0,<=50K
40,Private,125461,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,40,United-States,0,pending,route_c,type_1,group_n,A12,0.0,route_c,type_1,0.12486107514993998,<=50K
38,Private,218015,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,48,United-States,1,closed,route_f,type_4,group_x,B07,1.0,route_c,type_4,1.0,>50K
49,Private,178160,Assoc-acdm,12,Widowed,Sales,Not-in-family,White,Female,0,0,40,Germany,0,pending,route_c,type_4,group_x,A12,0.0,route_f,type_4,0.0,<=50K
25,Private,169905,HS-grad,9,Never-married,Craft-repair,Own-child,White,Male,0,0,40,United-States,0,pending,route_c,type_4,group_n,A12,0.011314483718383238,route_c,type_1,0.8457170494405393,<=50K
33,Private,226629,Some-college,10,Never-married,Exec-managerial,Own-child,White,Female,0,0,40,United-States,0,pending,route_c,type_1,group_n,B07,0.14506498635245815,route_c,type_4,0.10374499322736083,<=50K
28,Private,180313,Bachelors,13,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,0,pending,route_c,type_1,group_n,A12,0.9575499259847865,route_c,type_1,1.0,<=50K
18,,236276,Some-college,10,Never-married,,Own-child,White,Male,0,0,20,United-States,0,pending,route_c,type_1,group_n,A12,0.2625855429789832,route_c,type_4,0.10208829353229319,<=50K
71,Private,124901,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,50,United-States,0,pending,route_c,type_1,group_n,A12,0.30181779977655687,route_f,type_4,0.15423134361281396,<=50K
63,Local-gov,214275,HS-grad,9,Divorced,Other-service,Unmarried,Black,Female,0,0,55,United-States,0,pending,route_c,type_1,group_n,A12,0.0,route_c,type_1,0.9896798369564884,<=50K
49,Local-gov,371886,Assoc-voc,11,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,56,United-States,1,closed,route_f,type_4,group_x,A12,0.0,route_f,type_4,0.8297706287015918,>50K
65,Private,282779,Masters,14,Married-civ-spouse,Adm-clerical,Other-relative,White,Female,0,0,40,United-States,1,closed,route_f,type_4,group_n,B07,0.7569009206786654,route_c,type_1,1.0,>50K
22,Private,218415,Some-college,10,Never-married,Tech-support,Unmarried,White,Female,0,0,50,United-States,0,pending,route_c,type_1,group_n,A12,0.03370360127044817,route_c,type_1,0.034060388913431806,<=50K
45,Private,105431,HS-grad,9,Divorced,Farming-fishing,Unmarried,Black,Female,0,0,39,United-States,0,pending,route_c,type_1,group_n,A12,0.0,route_c,type_4,0.13334945347844926,<=50K
32,,373231,Some-college,10,Never-married,,Unmarried,Black,Female,0,0,40,United-States,1,pending,route_c,type_1,group_n,A12,0.048245563957894186,route_c,type_1,0.0,<=50K
29,Private,59792,Bachelors,13,Never-married,Prof-specialty,Not-in-family,Asian-Pac-Islander,Male,0,0,40,Taiwan,0,pending,route_c,type_1,group_n,B07,0.0017286551711785413,route_c,type_4,1.0,<=50K
44,Private,75742,Bachelors,13,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,0,pending,route_c,type_1,group_n,A12,0.0,route_c,type_1,0.016078286811751094,<=50K
64,Private,186731,HS-grad,9,Widowed,Adm-clerical,Unmarried,White,Female,0,0,40,United-States,0,pending,route_c,type_1,group_n,A12,0.0,route_c,type_1,1.0,<=50K
22,Private,310197,7th-8th,4,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,40,United-States,0,pending,route_c,type_1,group_x,B07,0.12037845416647429,route_c,type_4,1.0,<=50K
64,Private,73413,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,50,United-States,0,pending,route_c,type_1,group_n,A12,0.005940925928724198,route_f,type_1,0.03743115633855543,<=50K
39,Private,175232,Bachelors,13,Divorced,Sales,Not-in-family,White,Male,0,0,40,United-States,0,pending,route_c,type_1,group_n,A12,0.03207866797719299,route_c,type_4,1.0,<=50K
35,Private,338948,HS-grad,9,Divorced,Craft-repair,Unmarried,Black,Male,0,0,40,United-States,0,pending,route_c,type_1,group_n,A12,0.0,route_f,type_1,0.6149832858778249,<=50K
22,Private,95647,11th,7,Never-married,Transport-moving,Own-child,Asian-Pac-Islander,Male,0,0,40,Philippines,0,pending,route_c,type_4,group_n,B07,0.0,route_c,type_4,0.0,<=50K
43,Self-emp-inc,677398,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,45,United-States,1,closed,route_f,type_4,group_x,A12,0.8722437690092214,route_c,type_1,0.7608541291025931,>50K
26,Self-emp-not-inc,263300,Assoc-acdm,12,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,75,United-States,1,pending,route_c,type_1,group_n,A12,0.0,route_c,type_1,0.20627415778689956,<=50K
47,Federal-gov,218325,Assoc-acdm,12,Married-civ-spouse,Handlers-cleaners,Husband,Asian-Pac-Islander,Male,0,0,40,Philippines,1,closed,route_f,type_4,group_x,A12,0.794461392905139,route_f,type_1,0.7491769809333262,>50K
37,Local-gov,156261,Masters,14,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,50,United-States,1,closed,route_f,type_4,group_x,B07,0.021626758381947962,route_f,type_4,1.0,>50K
25,Private,165817,Bachelors,13,Never-married,Exec-managerial,Own-child,White,Male,0,0,40,United-States,0,pending,route_c,type_4,group_n,A12,0.0,route_c,type_1,0.4059227968060464,<=50K
41,Private,304605,Assoc-voc,11,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,45,United-States,1,closed,route_f,type_4,group_n,B07,1.0,route_c,type_4,1.0,>50K
39,Self-emp-not-inc,245361,Some-college,10,Never-married,Prof-specialty,Own-child,White,Female,0,0,10,United-States,0,pending,route_c,type_1,group_x,A12,0.0,route_f,type_1,0.13690410061444896,<=50K
45,Federal-gov,230685,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,1,closed,route_f,type_4,group_x,A12,0.6873477644636582,route_f,type_1,0.987018220467899,>50K
18,,184502,11th,7,Never-married,,Own-child,Black,Male,0,0,30,United-States,0,pending,route_c,type_1,group_x,A12,0.0,route_c,type_4,0.0,<=50K
37,Local-gov,116736,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,0,pending,route_c,type_4,group_n,B07,0.0,route_f,type_4,0.0,<=50K
30,Private,178952,HS-grad,9,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,40,United-States,0,pending,route_c,type_1,group_n,A12,0.0,route_c,type_1,0.22209625596189328,<=50K
34,Private,156266,11th,7,Married-civ-spouse,Farming-fishing,Husband,Amer-Indian-Eskimo,Male,0,0,60,United-States,0,pending,route_c,type_1,group_n,A12,0.024714462466333628,route_c,type_1,0.0,<=50K
22,Private,163519,Some-college,10,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,25,United-States,0,pending,route_c,type_1,group_n,A12,1.0,route_c,type_1,0.8260883099451657,<=50K
18,Private,296090,HS-grad,9,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,30,United-States,0,pending,route_c,type_1,group_n,B07,0.03839741716443489,route_c,type_1,0.005206471999342557,<=50K
22,Private,119742,HS-grad,9,Never-married,Sales,Not-in-family,White,Female,0,0,40,United-States,0,pending,route_c,type_1,group_n,A12,0.0,route_f,type_1,1.0,<=50K
55,Private,269763,Some-college,10,Divorced,Other-service,Unmarried,White,Female,0,0,10,United-States,0,pending,route_c,type_1,group_n,A12,0.0,route_c,type_1,1.0,<=50K
56,Private,287833,Some-college,10,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,35,United-States,1,closed,route_f,type_4,group_x,B07,0.1271562543635998,route_f,type_4,1.0,>50K
19,,190093,12th,8,Never-married,,Not-in-family,Black,Male,0,0,40,United-States,0,pending,route_c,type_1,group_x,A12,0.0,route_c,type_1,1.0,<=50K
74,Self-emp-inc,148003,Bachelors,13,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,6,United-States,1,closed,route_f,type_1,group_x,B07,0.7044332293956388,route_f,type_4,1.0,>50K
