gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,final_outcome_flag,post_decision_status,risk_review_code,confirmed_result_code,case_resolution_type,followup_action_group,outcome_verification_score,workflow_bucket_id,service_path_code,review_priority_index,Churn
Female,0,Yes,No,3,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,94.9,273.2,0,pending,route_c,type_1,group_n,A12,0.05184708991542407,route_c,type_1,0.19970921670861172,No
Female,1,No,No,17,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,94.2,1608.15,0,pending,route_c,type_1,group_n,A12,0.0,route_c,type_4,0.8888486950627834,No
Male,0,Yes,No,30,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,49.9,1441.95,0,pending,route_c,type_1,group_n,B07,0.9185098741562907,route_f,type_1,0.18012183824938888,No
Male,0,No,No,31,Yes,Yes,DSL,No,Yes,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,71.05,2168.15,0,pending,route_c,type_4,group_n,A12,0.7581463953464075,route_f,type_4,0.0,No
Female,0,No,No,45,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),81.65,3618.7,0,pending,route_c,type_1,group_n,A12,0.0,route_c,type_4,0.9954801088067807,No
Male,0,Yes,No,64,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,No,One year,No,Bank transfer (automatic),89.45,5692.65,0,pending,route_c,type_1,group_n,A12,0.9320294268291487,route_f,type_1,0.0,No
Male,0,No,No,1,Yes,Yes,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,59.85,59.85,1,closed,route_f,type_4,group_x,B07,0.6505271311510583,route_f,type_4,0.12028297584522016,Yes
Female,1,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,69.6,69.6,1,closed,route_f,type_4,group_x,B07,1.0,route_f,type_4,0.34822243207509446,Yes
Male,1,Yes,Yes,61,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,One year,No,Electronic check,99.0,5969.3,0,pending,route_c,type_1,group_n,B07,0.08189906476667164,route_c,type_1,1.0,No
Male,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.05,19.05,0,pending,route_c,type_1,group_x,B07,0.0,route_c,type_1,0.6969377666330423,No
Male,0,No,No,9,No,No phone service,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,45.4,418.8,1,closed,route_f,type_1,group_x,B07,0.7974867552692848,route_f,type_4,0.8627525498338329,Yes
Male,0,Yes,Yes,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),114.45,8100.55,0,pending,route_c,type_1,group_n,A12,1.0,route_f,type_1,1.0,No
Female,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.5,19.5,1,closed,route_f,type_4,group_n,B07,1.0,route_c,type_1,1.0,Yes
Female,0,Yes,No,7,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,44.25,313.45,0,pending,route_c,type_1,group_n,A12,0.0530251777081745,route_c,type_4,0.0,No
Female,0,Yes,No,66,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,No,One year,Yes,Bank transfer (automatic),90.55,6130.95,0,pending,route_c,type_1,group_n,A12,0.9530755210713974,route_c,type_1,0.18610701500860904,No
Male,0,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,69.9,69.9,1,closed,route_f,type_4,group_x,B07,0.954805285464306,route_c,type_4,0.024887408972938205,Yes
Male,0,Yes,Yes,40,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),20.4,745.3,0,pending,route_c,type_1,group_n,A12,0.05741735761569432,route_f,type_1,0.5316465270893231,No
Male,0,No,No,16,Yes,Yes,DSL,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),71.4,1212.1,0,pending,route_c,type_1,group_n,B07,1.0,route_c,type_1,1.0,No
Female,0,No,No,2,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),87.15,183.75,1,closed,route_f,type_4,group_x,B07,0.05770761650297662,route_f,type_4,0.9482072606833106,Yes
Male,0,Yes,No,67,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),24.85,1583.5,0,pending,route_c,type_1,group_n,B07,0.05961767321223077,route_c,type_1,0.9853392595466534,No
Female,0,Yes,No,41,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,Yes,Bank transfer (automatic),104.45,4162.05,0,pending,route_c,type_1,group_n,A12,0.0,route_c,type_1,0.0,No
Female,0,Yes,Yes,56,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),19.8,1119.9,0,pending,route_c,type_1,group_n,A12,0.0,route_c,type_1,0.8550918372755222,No
Female,0,No,No,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),116.45,8013.55,0,pending,route_c,type_1,group_n,A12,0.0,route_c,type_1,0.0,No
Female,0,Yes,Yes,3,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),84.75,264.85,1,closed,route_f,type_1,group_x,B07,1.0,route_f,type_4,0.9028621377464137,Yes
Female,0,Yes,No,54,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),20.05,1102.4,0,pending,route_c,type_1,group_x,A12,0.7933785875132231,route_c,type_4,0.15570854833465608,No
Male,1,No,No,52,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,110.75,5832.0,0,pending,route_c,type_1,group_n,A12,0.0,route_c,type_4,0.0,No
Female,0,No,No,50,Yes,No,Fiber optic,No,No,Yes,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),89.7,4304.5,0,pending,route_c,type_1,group_n,A12,0.0,route_f,type_1,0.0,No
Male,0,No,No,14,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,89.95,1178.4,1,closed,route_f,type_4,group_x,B07,0.9355031353318002,route_f,type_1,0.7315044132070183,Yes
Male,0,Yes,No,27,Yes,No,DSL,Yes,No,No,No,No,No,One year,No,Credit card (automatic),48.7,1421.75,0,pending,route_c,type_1,group_n,A12,0.18586026187505608,route_f,type_4,0.14264915445913795,No
Female,1,Yes,No,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,No,Two year,Yes,Bank transfer (automatic),96.6,6827.5,0,pending,route_c,type_1,group_n,A12,0.16324422458749932,route_c,type_4,0.3258828861838412,No
Male,0,No,No,62,Yes,No,DSL,Yes,Yes,No,No,Yes,Yes,One year,Yes,Credit card (automatic),74.3,4698.05,0,pending,route_c,type_1,group_x,A12,0.05506164134176292,route_c,type_1,0.0,No
Female,0,No,No,12,Yes,No,DSL,No,Yes,No,Yes,No,No,Month-to-month,Yes,Electronic check,54.3,654.5,0,pending,route_c,type_4,group_n,A12,0.23457831860840314,route_f,type_1,0.0,No
Female,1,No,No,44,Yes,No,DSL,No,No,Yes,Yes,Yes,Yes,One year,No,Bank transfer (automatic),74.85,3268.05,0,pending,route_c,type_1,group_n,A12,0.11638130542081723,route_c,type_1,0.8134342881402017,No
Male,0,Yes,Yes,54,Yes,No,Fiber optic,No,Yes,No,Yes,No,No,Two year,Yes,Bank transfer (automatic),79.95,4362.05,0,pending,route_c,type_1,group_n,A12,0.017769905178513516,route_c,type_1,1.0,No
Female,0,No,No,68,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),20.05,1386.9,0,pending,route_c,type_4,group_n,A12,0.0,route_c,type_4,1.0,No
Male,0,No,No,20,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.4,415.4,0,pending,route_c,type_1,group_x,A12,0.9476293917962126,route_c,type_1,0.031020806177219567,No
Male,0,Yes,Yes,50,Yes,Yes,DSL,No,No,Yes,No,No,No,One year,No,Bank transfer (automatic),54.9,2614.1,0,pending,route_c,type_1,group_n,A12,1.0,route_c,type_4,0.0,No
Male,0,No,No,58,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),24.45,1513.6,0,pending,route_c,type_1,group_n,A12,0.0,route_f,type_1,1.0,No
Male,0,Yes,Yes,35,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),89.65,3161.6,0,pending,route_c,type_4,group_x,B07,0.0,route_c,type_1,0.047442929421823224,No
Female,0,No,No,2,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,45.4,80.95,0,pending,route_c,type_1,group_n,A12,0.0,route_c,type_4,0.06756269001134879,No
Male,0,Yes,Yes,63,Yes,Yes,DSL,Yes,No,Yes,Yes,No,Yes,Two year,No,Mailed check,75.7,4676.7,0,pending,route_c,type_1,group_n,A12,0.13615747833503117,route_c,type_1,0.0,No
Female,0,Yes,No,58,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),110.65,6526.65,0,pending,route_c,type_1,group_n,B07,0.0,route_c,type_1,0.7748107408264332,No
Female,0,Yes,Yes,27,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,20.55,583.3,0,pending,route_c,type_1,group_n,A12,0.18590434523121524,route_c,type_1,0.6712545448175431,No
Female,0,Yes,No,71,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),115.15,8078.1,0,pending,route_c,type_1,group_n,A12,0.07606253893619443,route_c,type_1,0.23339612199017967,No
Female,0,No,No,63,Yes,No,DSL,No,No,Yes,No,No,Yes,One year,No,Credit card (automatic),58.55,3503.5,0,pending,route_c,type_4,group_x,B07,0.0,route_f,type_4,1.0,No
Male,0,Yes,No,71,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),93.25,6669.45,0,pending,route_c,type_4,group_n,A12,0.038114221885656246,route_c,type_1,0.0,No
Female,1,No,No,41,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,113.2,4689.5,1,closed,route_f,type_4,group_x,B07,1.0,route_c,type_4,0.0,Yes
Male,1,No,No,13,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,90.5,1201.15,1,closed,route_f,type_1,group_x,B07,1.0,route_c,type_4,0.0,Yes
Male,0,No,No,2,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Electronic check,79.0,143.65,1,closed,route_f,type_4,group_x,B07,1.0,route_c,type_1,0.1841114052691784,Yes
Female,0,Yes,Yes,68,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),19.35,1292.65,0,pending,route_c,type_1,group_n,A12,0.11273413392764907,route_c,type_1,1.0,No
Male,0,Yes,Yes,1,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Mailed check,48.75,48.75,0,pending,route_c,type_1,group_n,A12,0.02320876231345754,route_c,type_1,0.3123166202410217,No
Male,1,No,No,65,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,109.05,7108.2,0,pending,route_c,type_1,group_x,A12,0.0,route_c,type_4,0.0,No
Male,1,Yes,No,72,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),25.0,1802.55,0,pending,route_c,type_1,group_x,A12,0.9870472705331901,route_c,type_4,0.0,No
Female,0,No,No,28,Yes,Yes,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),54.9,1505.15,0,pending,route_c,type_1,group_n,A12,0.7295243376776233,route_f,type_1,0.0,No
Male,0,Yes,Yes,72,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),24.75,1859.1,0,pending,route_c,type_1,group_n,A12,0.05905583049414095,route_c,type_1,0.8156880903635326,No
Female,0,No,No,2,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,91.15,168.5,0,pending,route_c,type_1,group_x,A12,0.0,route_c,type_4,0.21296458854183395,No
Female,0,No,Yes,18,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),20.15,390.85,1,closed,route_f,type_4,group_n,B07,0.9184754947291882,route_f,type_4,1.0,Yes
Male,1,Yes,No,60,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Electronic check,104.35,6339.45,0,pending,route_c,type_1,group_n,A12,0.08685469655675557,route_f,type_1,0.09929246277389578,No
Female,1,No,No,26,Yes,Yes,DSL,No,No,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,66.05,1652.4,0,pending,route_c,type_1,group_n,A12,0.0,route_c,type_1,0.858847895722931,No
Male,0,No,Yes,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,71.65,71.65,1,closed,route_f,type_1,group_x,A12,1.0,route_f,type_1,1.0,Yes
Female,0,No,No,4,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.35,77.5,1,closed,route_f,type_4,group_x,B07,0.9549759457133993,route_f,type_4,0.0,Yes
Male,0,Yes,Yes,68,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),92.2,6392.85,0,pending,route_c,type_1,group_n,A12,0.0,route_f,type_1,0.0,No
Female,0,No,No,38,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,No,Month-to-month,Yes,Credit card (automatic),84.25,3264.5,1,closed,route_f,type_1,group_n,B07,1.0,route_f,type_1,0.6610797684266596,Yes
Female,1,Yes,No,42,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,One year,Yes,Bank transfer (automatic),105.2,4599.15,0,pending,route_c,type_1,group_n,A12,0.2416053481608394,route_c,type_4,0.09739295328510883,No
Female,0,Yes,No,57,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),19.6,1134.25,0,pending,route_c,type_1,group_n,B07,1.0,route_c,type_1,0.0,No
Male,0,Yes,No,54,No,No phone service,DSL,No,Yes,No,No,No,No,Month-to-month,No,Electronic check,30.4,1621.35,0,pending,route_c,type_4,group_n,B07,0.179970958929831,route_f,type_4,0.16600042883955235,No
Female,0,No,No,12,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),78.1,947.3,1,closed,route_f,type_4,group_x,A12,1.0,route_c,type_4,0.1502309649844016,Yes
Female,0,Yes,No,44,Yes,No,DSL,Yes,Yes,Yes,No,No,No,One year,Yes,Mailed check,61.5,2722.2,0,pending,route_c,type_1,group_x,A12,0.10198260671128681,route_c,type_1,0.8875813154370055,No
Male,0,Yes,Yes,42,Yes,Yes,DSL,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),69.4,3058.3,0,pending,route_c,type_1,group_n,A12,0.0,route_c,type_1,1.0,No
Male,0,Yes,Yes,72,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),24.75,1769.6,0,pending,route_c,type_1,group_n,A12,0.9682453578407747,route_c,type_1,0.7602739776284424,No
Female,0,Yes,Yes,71,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Mailed check,91.05,6293.75,0,pending,route_c,type_1,group_n,A12,0.0,route_c,type_1,0.5336536405239876,No
Female,0,Yes,No,19,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,No,Mailed check,89.65,1761.05,1,closed,route_f,type_4,group_x,A12,0.37943402357629813,route_c,type_4,0.72858507424706,Yes
Female,0,Yes,No,23,Yes,Yes,DSL,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),73.65,1642.75,0,pending,route_c,type_1,group_n,A12,0.0,route_c,type_4,1.0,No
Female,0,No,No,30,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),19.4,578.5,0,pending,route_c,type_4,group_n,A12,0.0,route_f,type_1,0.2518208713289244,No
Male,0,No,No,35,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),26.2,954.9,0,pending,route_c,type_1,group_n,A12,0.0,route_c,type_1,0.036471240168999206,No
Female,0,No,No,10,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,98.7,973.25,1,closed,route_f,type_4,group_x,B07,0.8626949751702476,route_c,type_1,0.790798437785087,Yes
Male,0,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),43.85,43.85,0,pending,route_c,type_1,group_n,A12,0.01627727039922119,route_c,type_1,0.0,No
Male,0,No,No,22,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,69.7,1490.4,0,pending,route_c,type_4,group_n,B07,0.1440603992992655,route_c,type_1,0.7930036178514706,No
Male,0,Yes,Yes,7,No,No phone service,DSL,Yes,Yes,Yes,No,No,No,Two year,No,Mailed check,38.55,280.0,0,pending,route_c,type_1,group_x,A12,0.0,route_c,type_1,0.0,No
Female,0,No,No,36,No,No phone service,DSL,Yes,Yes,Yes,Yes,No,Yes,Two year,Yes,Mailed check,53.1,1901.25,0,pending,route_c,type_1,group_x,A12,0.15522051753139432,route_f,type_1,0.16038567694895098,No
Female,0,Yes,Yes,34,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.65,716.4,0,pending,route_c,type_1,group_n,A12,0.0,route_c,type_1,0.0979466546568701,No
Male,0,Yes,Yes,72,Yes,Yes,DSL,Yes,Yes,Yes,No,No,No,Two year,No,Credit card (automatic),64.45,4720.0,0,pending,route_c,type_1,group_n,B07,0.0,route_f,type_4,0.011245114903383055,No
Male,0,Yes,Yes,36,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),25.1,930.95,0,pending,route_c,type_1,group_x,A12,0.02290111544540824,route_c,type_1,0.0,No
Female,0,No,No,1,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Electronic check,76.35,76.35,1,closed,route_f,type_4,group_n,B07,1.0,route_f,type_1,1.0,Yes
Female,0,No,No,23,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,79.15,1676.95,1,closed,route_f,type_1,group_x,B07,0.006771837727054152,route_c,type_4,0.9645480051276956,Yes
Male,1,Yes,No,32,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,85.0,2642.05,1,closed,route_f,type_4,group_x,B07,0.8531553352200857,route_f,type_1,0.9230216316297171,Yes
Female,0,Yes,Yes,71,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,No,One year,Yes,Credit card (automatic),95.15,6770.85,0,pending,route_c,type_4,group_n,A12,0.05619876017868486,route_f,type_1,0.04671076441358561,No
Female,1,No,No,23,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,79.35,1835.3,0,pending,route_c,type_4,group_n,A12,0.05407876538601135,route_c,type_1,0.6642001338437982,No
Male,0,Yes,No,17,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,One year,Yes,Bank transfer (automatic),96.65,1588.25,0,pending,route_c,type_4,group_n,A12,0.0,route_c,type_4,0.0,No
Male,0,No,No,1,Yes,No,DSL,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,75.5,75.5,0,pending,route_c,type_1,group_x,A12,0.13535464307465947,route_c,type_4,0.9576935921498271,No
Male,0,Yes,Yes,12,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.7,258.35,0,pending,route_c,type_1,group_n,A12,0.0,route_c,type_1,0.0,No
Female,0,Yes,No,72,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),20.5,1502.25,0,pending,route_c,type_1,group_n,B07,0.04731218280136583,route_c,type_4,0.24713213736543868,No
Male,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.2,19.2,0,pending,route_c,type_1,group_n,A12,0.10392621422765608,route_f,type_4,0.0,No
Male,1,Yes,No,72,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Two year,No,Bank transfer (automatic),98.35,6929.4,0,pending,route_c,type_1,group_n,A12,0.808031801710427,route_c,type_1,0.9921617091091012,No
Male,0,Yes,Yes,60,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),74.35,4453.3,0,pending,route_c,type_1,group_n,A12,0.0,route_c,type_1,0.0,No
Female,0,Yes,Yes,61,No,No phone service,DSL,No,Yes,Yes,Yes,Yes,No,Two year,No,Credit card (automatic),51.35,3244.4,0,pending,route_f,type_1,group_n,A12,0.13225201683112633,route_f,type_4,0.9563038087151581,No
Female,0,Yes,No,6,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,45.65,323.45,0,pending,route_c,type_1,group_n,B07,0.15561517163203148,route_f,type_4,0.16843679348954657,No
Male,1,Yes,No,32,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,85.3,2661.1,1,closed,route_f,type_4,group_x,B07,1.0,route_c,type_4,0.0,Yes
Female,0,No,Yes,31,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),86.55,2697.4,1,closed,route_f,type_4,group_x,B07,0.9081788945327691,route_f,type_4,0.0,Yes
Male,0,No,No,19,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),73.85,1424.5,1,closed,route_f,type_4,group_x,B07,0.02664135644436091,route_f,type_1,0.0,Yes
Male,0,Yes,Yes,72,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),20.3,1401.15,0,pending,route_c,type_1,group_n,A12,0.04415813978775647,route_c,type_1,0.15886949642973913,No
Female,0,No,No,32,Yes,Yes,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,54.2,1739.6,0,pending,route_c,type_1,group_n,B07,0.0,route_c,type_4,0.6713092133289764,No
Male,0,Yes,No,65,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,90.65,5931.0,0,pending,route_c,type_1,group_n,A12,1.0,route_c,type_4,0.0,No
Female,0,Yes,Yes,45,No,No phone service,DSL,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),50.9,2333.85,0,pending,route_c,type_1,group_n,A12,0.018378937604041645,route_c,type_1,0.0,No
Male,0,No,No,42,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,25.05,949.85,0,pending,route_c,type_1,group_n,A12,0.09875365949587693,route_c,type_1,0.538042706414841,No
Male,0,No,No,8,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,74.85,572.45,0,closed,route_c,type_1,group_n,A12,0.0,route_f,type_1,0.028140689754680065,No
Male,0,No,Yes,32,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,20.5,696.8,0,pending,route_c,type_1,group_n,A12,1.0,route_c,type_1,0.0,No
Female,1,Yes,No,22,Yes,Yes,DSL,Yes,Yes,No,Yes,No,No,Month-to-month,Yes,Mailed check,63.55,1381.8,0,pending,route_c,type_1,group_x,A12,1.0,route_c,type_1,0.10396883006997823,No
Male,1,Yes,No,57,No,No phone service,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,44.85,2572.95,1,closed,route_f,type_1,group_n,B07,1.0,route_f,type_1,1.0,Yes
Male,0,No,No,1,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,No,Electronic check,47.95,47.95,0,pending,route_c,type_1,group_n,B07,0.09892567963628672,route_c,type_1,1.0,No
Male,1,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,45.1,45.1,1,closed,route_c,type_4,group_x,A12,1.0,route_f,type_4,1.0,Yes
Female,0,Yes,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,45.0,45.0,0,pending,route_c,type_1,group_n,A12,0.0,route_c,type_1,0.09983388961410924,No
Male,0,No,No,24,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,96.0,2122.45,0,closed,route_f,type_4,group_x,B07,0.0,route_f,type_4,0.19333997430268907,Yes
Male,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),20.05,20.05,1,closed,route_f,type_4,group_x,B07,1.0,route_c,type_1,0.07265215926609667,Yes
Male,1,No,No,54,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,90.05,4931.8,0,pending,route_c,type_1,group_n,A12,0.11629916691547057,route_c,type_1,0.04343988493502749,No
Female,0,No,No,4,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),25.3,116.95,0,pending,route_c,type_4,group_n,A12,0.0,route_c,type_1,0.9661342240058687,No
Male,0,Yes,Yes,65,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),108.65,6937.95,1,closed,route_f,type_4,group_x,B07,0.94477320120589,route_f,type_4,1.0,Yes
Female,0,Yes,No,56,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,24.3,1261.7,0,pending,route_c,type_4,group_x,B07,0.02939965144058998,route_c,type_1,0.1052660589605382,No
Male,0,No,No,45,Yes,No,DSL,Yes,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,75.95,3273.8,0,pending,route_c,type_1,group_n,A12,0.8217625118000863,route_c,type_4,0.0993697649151274,No
Female,0,Yes,Yes,71,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),19.7,1415.85,0,pending,route_c,type_1,group_n,A12,0.0,route_c,type_1,0.9636075574337053,No
Male,0,Yes,No,59,Yes,No,DSL,Yes,Yes,Yes,No,Yes,No,One year,No,Credit card (automatic),66.4,3958.2,0,pending,route_c,type_4,group_n,A12,0.08116129465353408,route_f,type_1,0.4296941505523509,No
